typhoon_name,time,field_index,lat,lon_180,WND,PRES,move_dir_deg,geo_rain_max_mmhr,geo_rain_p95_mmhr_nonzero,geo_area_10_km2,geo_area_20_km2,geo_volume_proxy_mm_km2,geo_max_rain_lon,geo_max_rain_lat
KONG-REY,2024-10-27 03:00:00,114,16.700000762939453,132.3000030517578,19.0,996.5,270.0071716308594,39.132564544677734,2.14013409614563,29716.029071131714,10258.822222227525,1090255.4622967916,132.0,15.7
KONG-REY,2024-10-27 03:30:00,115,16.700000762939453,132.25,19.16666666667026,996.2499999999948,270.0071716308594,40.06682205200195,2.089155673980713,30552.101202471466,10377.471301203652,1087720.7141992482,131.89999999999998,15.7
KONG-REY,2024-10-27 04:00:00,116,16.700000762939453,132.1999969482422,19.33333333334052,995.9999999999892,270.0071716308594,38.849422454833984,2.130920886993408,30194.629787311686,10019.348981678057,1087354.2331630478,131.89999999999998,15.7
KONG-REY,2024-10-27 04:30:00,117,16.700000762939453,132.14999389648438,19.49999999998922,995.750000000016,270.0071716308594,40.40478515625,2.089968204498291,30907.921766776366,11328.939734401501,1096942.6557378478,131.8,15.7
KONG-REY,2024-10-27 05:00:00,118,16.700000762939453,132.10000610351562,19.66666666665948,995.5000000000108,270.0071716308594,39.70431900024414,2.1285269260406494,30669.677752005126,11210.068900059308,1098736.3005653848,131.8,15.7
KONG-REY,2024-10-27 05:30:00,119,16.700000762939453,132.0500030517578,19.83333333332974,995.2500000000052,270.0071716308594,40.531654357910156,2.0872600078582764,30907.019376741213,11209.58325758044,1102173.137929823,131.7,15.7
KONG-REY,2024-10-27 06:00:00,120,16.700000762939453,132.0,20.0,995.0,270.0071716308594,38.820579528808594,2.1864054203033447,32474.885461507813,9421.838872496302,1088188.3217972484,131.5,15.6
KONG-REY,2024-10-27 06:30:00,121,16.700000762939453,131.93333435058594,20.25000000000809,994.5833333333198,270.00958251953125,38.85060501098633,2.360527992248535,32664.188367003335,9535.60589382337,1097715.7213681028,131.7,16.0
KONG-REY,2024-10-27 07:00:00,122,16.700000762939453,131.86666870117188,20.49999999998383,994.1666666666936,270.00958251953125,37.60765075683594,2.3627328872680664,31814.662783723412,9771.81681491286,1114814.8340259208,131.5,15.9
KONG-REY,2024-10-27 07:30:00,123,16.700000762939453,131.8000030517578,20.74999999999191,993.7500000000136,270.00958251953125,33.27989959716797,2.2702395915985107,31814.16371141158,9413.900646452084,1070793.0929715685,132.0,16.1
