field_index,scenario_id,scenario_name,time,rainband_width_km,rainband_length_km,rainband_aspect_ratio,rainband_width10_km,rainband_length10_km,rainband_aspect_ratio10,rainband_valid_grid_count,rainband_weight_sum,rainband10_valid_grid_count,rainband10_weight_sum
1544,S3,nearshore_segment_landfall_shift,2024-10-30 14:30:00,510.9918001634549,554.0035341935416,1.0841730415562971,248.52363946472906,293.2537380480071,1.1799832751508736,3663,22579.325619101524,620,11761.909071922302
1545,S3,nearshore_segment_landfall_shift,2024-10-30 15:00:00,510.97620626602003,553.5779168443042,1.083373178742699,248.44783572717301,293.23795320161804,1.1802797651400314,3655,22554.901931643486,620,11757.307222366333
1546,S3,nearshore_segment_landfall_shift,2024-10-30 15:30:00,484.29941510499543,597.2016387659793,1.2331248400052384,266.19956627593245,288.5866854835234,1.0840990070749559,3717,24271.718051075935,730,13328.870091438293
1547,S3,nearshore_segment_landfall_shift,2024-10-30 16:00:00,485.76463649449005,599.705535143856,1.234559887832957,267.2059388012773,282.4069662911132,1.0568888085273431,3707,24079.98346042633,722,13222.828114509583
1548,S3,nearshore_segment_landfall_shift,2024-10-30 16:30:00,485.2579917096162,604.1994728775094,1.245109783249212,263.7915699282025,279.33716870258684,1.0589313706219436,3713,23522.700291991234,703,12892.133807182312
1549,S3,nearshore_segment_landfall_shift,2024-10-30 17:00:00,485.5760746067117,605.0694562973179,1.246085810112015,264.0226712724394,278.7700576501323,1.0558565153008177,3711,23424.676218032837,702,12811.466110229492
1550,S3,nearshore_segment_landfall_shift,2024-10-30 17:30:00,475.0670348901222,593.929977406453,1.2502024636245728,263.9833581557951,278.7784094089985,1.0560453937572487,3668,23571.711770653725,707,13065.322584152222
1551,S3,nearshore_segment_landfall_shift,2024-10-30 18:00:00,464.9316074924624,591.2736832100866,1.2717433568326955,267.1083970885033,283.19060445263716,1.0602085428216774,3639,23988.026624917984,727,13558.878757476807
1552,S3,nearshore_segment_landfall_shift,2024-10-30 18:30:00,533.9335439494821,564.8361739510549,1.0578772964384038,226.10756546254706,290.0063846099034,1.2826036316681293,3676,22331.1708060503,618,11653.60133934021
1553,S3,nearshore_segment_landfall_shift,2024-10-30 19:00:00,534.0616098758004,565.2135103695352,1.0583301625087382,226.10783409044907,290.0294060342545,1.2827039239968743,3673,22326.68500852585,618,11645.665168762207
1554,S3,nearshore_segment_landfall_shift,2024-10-30 19:30:00,535.3534894722502,565.4078491136971,1.0561392803679552,226.10519324164096,290.0446055970424,1.282786129052186,3674,22319.338354229927,618,11638.684477806091
1555,S3,nearshore_segment_landfall_shift,2024-10-30 20:00:00,535.9191450784449,565.6097430877945,1.0554012639444008,226.10661334852117,290.060452609432,1.2828481587238272,3673,22311.800346016884,618,11637.52918434143
1556,S3,nearshore_segment_landfall_shift,2024-10-30 20:30:00,567.3110547515395,632.9350674045714,1.1156755400822775,223.95419462163915,290.96254947840094,1.299205625373386,3672,22384.998551130295,622,11722.000852584839
1557,S3,nearshore_segment_landfall_shift,2024-10-30 21:00:00,567.520381643392,631.855586085329,1.1133619276467883,224.27453845173076,290.86454703056745,1.2969129221646671,3674,22397.397243857384,623,11741.399970054626
1558,S3,nearshore_segment_landfall_shift,2024-10-30 21:30:00,540.746675134168,1194.2089811107026,2.208444426984961,231.8137314631363,313.44087909143775,1.3521238673528737,4107,23826.371812820435,643,11670.392524719238
1559,S3,nearshore_segment_landfall_shift,2024-10-30 22:00:00,494.6440177180522,1122.5767053678437,2.269463826827704,227.37280542989174,311.38433594164366,1.3694880324536203,4096,23517.166045188904,630,11400.707856178284
1560,S3,nearshore_segment_landfall_shift,2024-10-30 22:30:00,543.7031297810852,1188.8983155969943,2.186668147515881,232.2913523927011,313.3342774796222,1.3488848131974895,4078,23774.475343942642,643,11668.818921089172
1561,S3,nearshore_segment_landfall_shift,2024-10-30 23:00:00,544.5948906109354,1192.8380700915816,2.1903218165587894,231.99902172853876,313.58573167803127,1.3516683361059836,4064,23700.654131650925,642,11634.177899360657
1562,S3,nearshore_segment_landfall_shift,2024-10-30 23:30:00,545.4125307198477,1197.6671161052855,2.195892189210569,231.83909718360576,313.23762120055795,1.3510992106412794,4047,23621.44324028492,640,11588.228798866272
1563,S3,nearshore_segment_landfall_shift,2024-10-31 00:00:00,531.5942427268266,1213.792103189458,2.2833055846565933,231.23787589715934,309.13358239048495,1.336863959639413,4148,23564.266744613647,632,11409.245400428772
1564,S3,nearshore_segment_landfall_shift,2024-10-31 00:30:00,506.4405000153663,857.6358253735197,1.693458215422139,235.99438345945345,320.2716449583908,1.3571155392069567,3465,22063.56541121006,656,11763.519665718079
1565,S3,nearshore_segment_landfall_shift,2024-10-31 01:00:00,506.1455206308948,857.6497464380153,1.6944726595011246,235.59529735847292,320.3914817816439,1.3599230773021203,3454,22024.735377192497,654,11731.3501329422
1566,S3,nearshore_segment_landfall_shift,2024-10-31 01:30:00,447.73899893701,907.6380574471146,2.027158812616194,234.1634513576915,325.2701198050065,1.3890729655677372,3511,21936.03156554699,663,11632.098485946655
1567,S3,nearshore_segment_landfall_shift,2024-10-31 02:00:00,447.32182379397415,895.8895944841524,2.002785347885857,227.36544511747428,325.2409834234942,1.4304767518892263,3689,21535.197534799576,631,10615.62191104889
1568,S3,nearshore_segment_landfall_shift,2024-10-31 02:30:00,457.32568829534705,916.9222645227521,2.004965581401125,207.47772997063146,324.2073494059575,1.5626127654849875,3762,22195.974230885506,569,10878.474911689758
1569,S3,nearshore_segment_landfall_shift,2024-10-31 03:00:00,464.608602308089,862.6280007303814,1.8566767736219352,207.0628584551553,315.97277329272987,1.5259751345563515,3715,21685.757229089737,567,10667.560189247131
1570,S3,nearshore_segment_landfall_shift,2024-10-31 03:30:00,493.97911800144834,695.728632406582,1.4084170910328657,166.76064269916606,224.48416727841177,1.346145970925387,3524,17699.726419448853,326,6089.062434196472
1571,S3,nearshore_segment_landfall_shift,2024-10-31 04:00:00,490.4288876471664,689.6477719260545,1.406213600578546,164.5026190318502,224.95581376546414,1.367490773638734,3518,17646.618762016296,323,6083.5406885147095
1572,S3,nearshore_segment_landfall_shift,2024-10-31 04:30:00,487.59999473903304,687.0009911041651,1.4089438033563793,159.88454278386706,227.2898254716356,1.421587237353432,3512,17568.901901483536,321,6103.6546630859375
1573,S3,nearshore_segment_landfall_shift,2024-10-31 05:00:00,403.4146129072403,582.0118441931024,1.4427138372573693,197.15642826488036,222.94861928461316,1.1308209488613772,3413,19326.52230012417,422,8293.577644348145
1574,S3,nearshore_segment_landfall_shift,2024-10-31 05:30:00,406.8554630158001,582.5673761914413,1.4318779742397512,193.31500017632933,225.0430681956235,1.1641262601989124,3433,19000.96294105053,412,7975.669646263123
1575,S3,nearshore_segment_landfall_shift,2024-10-31 06:00:00,406.62353213885336,583.3776494756105,1.4346873787825882,192.1918105981479,223.5737497268988,1.1632844762275847,3428,18867.984067201614,405,7837.654010772705
1576,S3,nearshore_segment_landfall_shift,2024-10-31 06:30:00,414.689049651902,598.0104646549245,1.4420695823940963,196.98227747208796,231.25490683502554,1.1739883902387755,3606,17998.307876706123,411,7139.749247550964
1577,S3,nearshore_segment_landfall_shift,2024-10-31 07:00:00,414.64422433000357,597.8291232298255,1.4417881358309452,196.36742032757883,230.35904101086172,1.1731021399913342,3595,17918.41372358799,406,7048.812702178955
1578,S3,nearshore_segment_landfall_shift,2024-10-31 07:30:00,413.99987242203633,596.7473577511549,1.4414191827161293,196.09912836244914,230.8846967032043,1.1773876744442229,3580,17882.390809178352,406,7042.427258491516
1579,S3,nearshore_segment_landfall_shift,2024-10-31 08:00:00,412.9126873765643,595.538111976297,1.4422858153379585,196.08455709753727,230.66929993139718,1.176376678234051,3564,17836.467989444733,404,7019.065674781799
1580,S3,nearshore_segment_landfall_shift,2024-10-31 08:30:00,407.9100794222916,599.554174873043,1.4698194654129868,194.39015892535343,235.0372294961932,1.209100454444544,3476,17422.44036769867,398,6724.859697341919
1581,S3,nearshore_segment_landfall_shift,2024-10-31 09:00:00,446.26468966818436,549.020633857052,1.2302578415183811,186.97752842034456,216.48777336082085,1.157827762457813,3321,16664.126055836678,351,6190.33777141571
1582,S3,nearshore_segment_landfall_shift,2024-10-31 09:30:00,489.22116946969385,586.8579827517589,1.1995760187317737,187.720141262504,247.16393700351279,1.3166617888800887,3244,17050.056982040405,371,6531.528730392456
1583,S3,nearshore_segment_landfall_shift,2024-10-31 10:00:00,496.88452820792855,570.5153949944264,1.1481850663615043,163.58920502506578,242.58371016699027,1.482883360976167,3186,15643.179545044899,333,5848.83304977417
1584,S3,nearshore_segment_landfall_shift,2024-10-31 10:30:00,518.3041252914823,575.7586422209029,1.1108509736385146,137.26761065387737,230.94925333306944,1.6824744907625022,3099,13891.286697983742,286,4960.646284103394
1585,S3,nearshore_segment_landfall_shift,2024-10-31 11:00:00,474.9430636637412,602.8922313042781,1.2693989604849212,159.63051090408132,256.4873015706596,1.6067561277478837,3308,15347.189993977547,328,5622.553744316101
1586,S3,nearshore_segment_landfall_shift,2024-10-31 11:30:00,491.93033805470384,588.822190394194,1.1969625470196439,152.27928990636474,256.51713038083534,1.6845175108090136,3225,14905.908901333809,319,5610.623769760132
1587,S3,nearshore_segment_landfall_shift,2024-10-31 12:00:00,489.00009251971727,583.3588864559276,1.1929627322767928,149.2328290034905,257.41347855469934,1.7249118727667945,3158,14538.00108408928,310,5503.615075111389
1588,S3,nearshore_segment_landfall_shift,2024-10-31 12:30:00,446.2260299118465,552.0256683171084,1.237098760074937,171.94818763645495,297.5609090423779,1.7305265797363363,3054,15893.050241589546,335,5675.10875415802
1589,S3,nearshore_segment_landfall_shift,2024-10-31 13:00:00,445.8860013827228,555.2773394885143,1.2453347666591017,168.6211972709569,292.7580255198448,1.736187562761822,2951,14852.992772340775,301,4684.383727073669
1590,S3,nearshore_segment_landfall_shift,2024-10-31 13:30:00,449.97248183950677,572.2134684285564,1.2716632494709943,163.79806832371074,308.10016312540216,1.880975558982224,2943,14337.456149578094,278,4003.137565612793
1591,S3,nearshore_segment_landfall_shift,2024-10-31 14:00:00,548.58728380701,570.0073445900488,1.0390458572688557,180.15722430135682,318.2778256185302,1.7666670146190266,2993,14334.740018486977,305,4260.117754936218
1592,S3,nearshore_segment_landfall_shift,2024-10-31 14:30:00,515.2153064763494,758.1773102415514,1.4715737298778282,173.54691494886652,310.76415920459687,1.7906636905424562,2918,15138.9338606596,329,5243.594306945801
1593,S3,nearshore_segment_landfall_shift,2024-10-31 15:00:00,507.3934206341473,936.0313828157076,1.8447842339891614,180.00146738880716,316.27550042234714,1.757071789527045,2877,15110.979694843292,328,5393.513107299805
1594,S3,nearshore_segment_landfall_shift,2024-10-31 15:30:00,521.9497207900763,942.2391926577608,1.8052298049541815,295.31020701178875,761.5142918854071,2.578692756986232,2741,12890.447458267212,263,3794.3977375030518
1595,S3,nearshore_segment_landfall_shift,2024-10-31 16:00:00,518.2364690978505,954.0424817548392,1.8409404560347533,295.2869316987083,774.1291143471792,2.6216165744071867,2734,12818.706328392029,261,3741.8605527877808
1596,S3,nearshore_segment_landfall_shift,2024-10-31 16:30:00,535.0160362254452,1045.5451518627885,1.9542314268543055,262.2613123263935,1487.9029792191175,5.673360535035238,2719,11909.593126893044,200,2433.6083478927612
1597,S3,nearshore_segment_landfall_shift,2024-10-31 17:00:00,454.12255794674826,575.0899047964201,1.266375991971435,139.6331990656375,276.0035396077453,1.9766326450631708,2728,11842.16734778881,187,2441.550271987915
1598,S3,nearshore_segment_landfall_shift,2024-10-31 17:30:00,461.32778675204673,580.5423087058639,1.258416088033932,140.88488910665697,284.9749073295119,2.0227499850162745,2807,12118.942457199097,192,2456.834587097168
1599,S3,nearshore_segment_landfall_shift,2024-10-31 18:00:00,468.3916269917426,581.0363742446834,1.2404926577710267,144.00258865247187,289.99492664665684,2.0138174553688963,2819,11965.147594690323,191,2306.805938720703
1600,S3,nearshore_segment_landfall_shift,2024-10-31 18:30:00,595.1317769977168,796.732086589463,1.3387490256506978,375.1118923472509,419.8793233301649,1.119344206078837,3629,15754.693048000336,319,3818.230694770813
1601,S3,nearshore_segment_landfall_shift,2024-10-31 19:00:00,655.9042656327923,958.5132398243851,1.4613614974734845,454.5565007682276,812.1935671132525,1.7867824258163618,3681,15550.845379114151,323,3696.242428779602
1602,S3,nearshore_segment_landfall_shift,2024-10-31 19:30:00,656.59754026502,967.8187043521734,1.473990755374342,461.6035645790917,862.7080757508118,1.8689372048880537,3678,15476.511913061142,322,3652.3539533615112
1603,S3,nearshore_segment_landfall_shift,2024-10-31 20:00:00,657.2670613742399,967.7688344985908,1.4724134090564953,465.936180624934,868.291472004328,1.8635416353367011,3672,15434.158658623695,320,3611.4499349594116
1604,S3,nearshore_segment_landfall_shift,2024-10-31 20:30:00,666.9132845182081,979.2961821454708,1.4684010723417107,503.8817377072807,907.1542938011452,1.8003317562743961,3646,15080.648785710335,310,3471.3595027923584
1605,S3,nearshore_segment_landfall_shift,2024-10-31 21:00:00,661.2051410835836,1052.7966290596858,1.592239024842366,461.02490992454517,907.2279877484275,1.9678502575856678,3623,14939.686411261559,313,3453.6632537841797
1606,S3,nearshore_segment_landfall_shift,2024-10-31 21:30:00,661.7785051432572,1050.4128683608415,1.5872574587980215,464.6409218969372,911.9797729384521,1.9627624902585268,3623,14892.525829792023,311,3421.1837272644043
1607,S3,nearshore_segment_landfall_shift,2024-10-31 22:00:00,671.4971367212434,1172.650399523613,1.7463222631884583,403.72956137182547,1196.4324391218859,2.963450174558797,3636,14659.628195405006,299,3229.1190223693848
1608,S3,nearshore_segment_landfall_shift,2024-10-31 22:30:00,693.8626345295937,1317.4502414657345,1.898719106497069,352.89985791250274,1443.5933062245865,4.090659924783829,3632,14450.539062738419,287,3100.760883331299
1609,S3,nearshore_segment_landfall_shift,2024-10-31 23:00:00,677.8879077023806,1344.8903438285472,1.9839420773662846,254.68888505337068,1443.14508585422,5.666305718648852,3545,13983.447088956833,264,2906.2462549209595
1610,S3,nearshore_segment_landfall_shift,2024-10-31 23:30:00,659.9251146214109,1342.0432442379883,2.033629596000292,300.351282255269,1418.0500461376917,4.7213051180933,3569,14030.449583888054,264,3007.606304168701
1611,S3,nearshore_segment_landfall_shift,2024-11-01 00:00:00,866.5070433068972,1041.3024312696134,1.2017241398242233,354.07713723061164,1117.9944813525399,3.1574884786316577,3176,11739.618547797203,214,2347.866000175476
1612,S3,nearshore_segment_landfall_shift,2024-11-01 00:30:00,1245.5077615454732,1388.2893813952685,1.114637278271655,1356.5000464725822,2034.2622435774997,1.4996403788318007,3521,12942.487769722939,200,2618.712661743164
1613,S3,nearshore_segment_landfall_shift,2024-11-01 01:00:00,1169.9006397322596,1331.75586017884,1.1383495443541438,1208.8008039558365,1982.5302479467261,1.6400801864615209,3641,14109.315554738045,229,3004.1049194335938
1614,S3,nearshore_segment_landfall_shift,2024-11-01 01:30:00,1214.6728627496702,1292.9151768104869,1.0644143097785996,1220.480382595512,1951.6066690492942,1.5990479624907565,3646,14264.637159347534,218,2978.573585510254
1615,S3,nearshore_segment_landfall_shift,2024-11-01 02:00:00,1231.176466379212,1281.0723043619766,1.040526958844091,1130.0120758665091,1952.6213979543093,1.727965071928112,3507,14104.376448631287,207,3039.7252502441406
1616,S3,nearshore_segment_landfall_shift,2024-11-01 02:30:00,1267.5833459540665,1279.8928069194085,1.0097109677281821,1170.6959414973153,2016.7928104448745,1.7227298216011608,3496,13858.506326079369,201,2830.705991744995
1617,S3,nearshore_segment_landfall_shift,2024-11-01 03:00:00,751.1050027787742,910.2034874976754,1.211819231838827,297.87061970960326,370.6908759005784,1.2444694151506686,3373,12799.656835198402,207,2356.6761837005615
1618,S3,nearshore_segment_landfall_shift,2024-11-01 03:30:00,533.4396916542308,976.3535777993145,1.8302979569660018,329.24514356478034,542.4246140538635,1.6474794682799552,3638,13008.262191414833,196,2314.4783248901367
1619,S3,nearshore_segment_landfall_shift,2024-11-01 04:00:00,690.1096792782696,997.8079239521454,1.445868611777292,244.71096072533828,498.46578678855985,2.0369573365699463,3369,11698.694148302078,144,1772.1901302337646
1620,S3,nearshore_segment_landfall_shift,2024-11-01 04:30:00,685.8670774570237,823.80923510472,1.2011208325658969,102.5982445167093,247.536298033693,2.412675764577789,3389,12093.900588393211,146,1855.4359874725342
1621,S3,nearshore_segment_landfall_shift,2024-11-01 05:00:00,532.5424186115109,974.4052156335898,1.829723194960016,329.49606072228545,542.4093779843914,1.6461786426076805,3630,13034.600542902946,197,2327.198028564453
1622,S3,nearshore_segment_landfall_shift,2024-11-01 05:30:00,529.6936471229058,926.6928867683628,1.7494883916426107,135.07975576047718,457.6996265262779,3.38836581358546,3610,13694.279412150383,217,2595.1335096359253
1623,S3,nearshore_segment_landfall_shift,2024-11-01 06:00:00,513.2823480155247,935.8911232930693,1.82334562431662,301.10592580265546,495.24358840317154,1.6447487278206276,3587,13756.854660391808,224,2692.3550930023193
1624,S3,nearshore_segment_landfall_shift,2024-11-01 06:30:00,415.0667614088118,738.503094351362,1.7792393007928338,175.9632374613464,320.2271773988106,1.819852726164763,3114,12128.591581463814,219,2562.784998893738
1625,S3,nearshore_segment_landfall_shift,2024-11-01 07:00:00,414.9321102718225,738.4961590776679,1.7797999740099082,175.95322112434073,320.21711456706885,1.8198991329677303,3112,12127.546382546425,219,2563.4586057662964
1626,S3,nearshore_segment_landfall_shift,2024-11-01 07:30:00,670.4390827624725,753.8898931029297,1.1244718759482308,231.66218944169302,1092.197499963398,4.714612697892542,3131,12261.476275920868,212,2521.5047540664673
1627,S3,nearshore_segment_landfall_shift,2024-11-01 08:00:00,670.7217735983102,754.0234924425406,1.1241971293064328,231.71112695562417,1092.7851469030431,4.71615308794524,3131,12251.167811274529,212,2518.602596282959
1628,S3,nearshore_segment_landfall_shift,2024-11-01 08:30:00,670.9923250165832,754.2443788942791,1.1240730344801442,231.771024745793,1093.3674735949626,4.717446776594123,3130,12238.497495412827,212,2515.6246767044067
1629,S3,nearshore_segment_landfall_shift,2024-11-01 09:00:00,549.5504586319328,719.1502519421146,1.3086155068133092,258.7348832929438,706.6359946612246,2.731119923482282,3065,12334.425873041153,209,2655.098427772522
1630,S3,nearshore_segment_landfall_shift,2024-11-01 09:30:00,551.6165119745924,722.0080482397302,1.3088949162438863,245.17306184717054,708.856583239599,2.891249870189508,3051,12245.229964733124,210,2658.604926109314
1631,S3,nearshore_segment_landfall_shift,2024-11-01 10:00:00,672.187358782119,754.9990958281942,1.1231974031706187,231.3571084556423,1098.3374317642563,4.747368425789406,3128,12196.541456103325,211,2491.5821352005005
1632,S3,nearshore_segment_landfall_shift,2024-11-01 10:30:00,411.94978109472845,746.0879163063686,1.8111137583898915,172.418404895577,338.61753621506875,1.963929178095263,3198,12409.983342885971,210,2520.3785858154297
1633,S3,nearshore_segment_landfall_shift,2024-11-01 11:00:00,414.1261676804212,757.8745670074599,1.8300571810094006,140.2605130420052,314.123496833451,2.23957185112659,3226,12195.211891293526,190,2255.8818702697754
1634,S3,nearshore_segment_landfall_shift,2024-11-01 11:30:00,417.2801970560455,763.2107668429468,1.8290126687714274,138.90599315529187,312.1650324034121,2.2473114752825722,3060,10881.424471735954,172,1845.03373336792
1635,S3,nearshore_segment_landfall_shift,2024-11-01 12:00:00,400.27320672394296,763.4137780397164,1.907231773737529,127.21754595134801,324.23122320225457,2.548636045268852,2880,10443.508043527603,163,1773.823582649231
1636,S3,nearshore_segment_landfall_shift,2024-11-01 12:30:00,356.795214067187,782.2988553074892,2.1925710448576106,169.40583471758555,212.8108040944089,1.2562188572145818,2866,13534.016352057457,326,5436.7610874176025
1637,S3,nearshore_segment_landfall_shift,2024-11-01 13:00:00,348.7764973679314,776.7782807430222,2.2271520202910366,173.18273471775626,214.95661356749727,1.2412127220292517,2805,13400.408024072647,337,5546.832578659058
1638,S3,nearshore_segment_landfall_shift,2024-11-01 13:30:00,336.8529829687968,785.1045888559903,2.3307039823029068,180.42411676630968,208.07575529710732,1.1532591043059486,2819,13743.572896718979,340,5868.368758201599
1639,S3,nearshore_segment_landfall_shift,2024-11-01 14:00:00,333.97142583670365,767.5947608310485,2.2983845366650137,178.51482664094075,193.77547175704453,1.0854867094417737,2761,13712.057466506958,316,5702.950022697449
1640,S3,nearshore_segment_landfall_shift,2024-11-01 14:30:00,327.3923886060963,783.8517456443574,2.394227150428503,175.6719182537471,191.70631625460535,1.0912746793013126,2784,13390.593675494194,307,5171.20845413208
1641,S3,nearshore_segment_landfall_shift,2024-11-01 15:00:00,330.10859065594946,817.7824484351082,2.4773134404352013,167.75428011700097,208.69784895418022,1.2440686986264775,2773,13204.70313000679,302,5204.632565498352
1642,S3,nearshore_segment_landfall_shift,2024-11-01 15:30:00,338.6356463867627,846.7554731181369,2.5004912570575564,156.53233072832566,223.94610686022472,1.4306699824772917,2812,12369.280428051949,287,4563.267099380493
1643,S3,nearshore_segment_landfall_shift,2024-11-01 16:00:00,345.6608639242475,840.5385955808056,2.4316857454970933,145.4377622852364,236.95873626939678,1.629279305086291,2788,12427.210158228874,288,4617.089382171631
1644,S3,nearshore_segment_landfall_shift,2024-11-01 16:30:00,355.378612481917,831.2147125912702,2.338955365901664,136.60487370948317,243.2503788538584,1.7806859466169256,2801,12318.07123208046,279,4407.451396942139
1645,S3,nearshore_segment_landfall_shift,2024-11-01 17:00:00,362.2008965862077,831.4766390582615,2.295622807384075,137.61396124607325,237.54376467458619,1.7261603584669916,2797,12252.688924193382,276,4273.691204071045
1646,S3,nearshore_segment_landfall_shift,2024-11-01 17:30:00,363.40390451208276,832.7600814352836,2.291555129418245,138.74485406331908,232.16694395457273,1.6733373321984026,2805,12266.023064374924,274,4266.838255882263
1647,S3,nearshore_segment_landfall_shift,2024-11-01 18:00:00,372.45194970868346,841.7167803926835,2.2599338815410612,132.82381253147827,216.6650952665589,1.6312217752009583,2832,12006.197733998299,240,3643.718250274658
1648,S3,nearshore_segment_landfall_shift,2024-11-01 18:30:00,362.93747321251493,790.194526340375,2.177219451455433,184.38131359114072,200.04622018490554,1.0849592959756222,2956,12623.76631116867,301,4692.940079689026
1649,S3,nearshore_segment_landfall_shift,2024-11-01 19:00:00,368.9029439811549,817.0242085547956,2.2147402775851264,172.5068047674441,201.00580663733277,1.165205088044538,2937,11893.627556800842,259,3862.1145124435425
1650,S3,nearshore_segment_landfall_shift,2024-11-01 19:30:00,374.8492810137021,831.9422124652455,2.2194045836647414,163.92035913196906,201.30086562457797,1.2280406576129654,2916,11385.778931260109,222,3115.1499757766724
1651,S3,nearshore_segment_landfall_shift,2024-11-01 20:00:00,383.91525202822874,829.1107397692306,2.159619174776273,166.16429422124614,199.9203388556923,1.203148605376671,3009,11542.80174088478,222,3135.134036064148
1652,S3,nearshore_segment_landfall_shift,2024-11-01 20:30:00,381.757605927647,826.295987617279,2.1644519317681428,163.08583655567148,203.9131550146995,1.2503425148454865,2959,10731.502452373505,211,2637.02174949646
1653,S3,nearshore_segment_landfall_shift,2024-11-01 21:00:00,409.8575227788039,794.95828056118,1.9395966558608446,129.66030257487253,271.3245593038951,2.092580025773241,2866,9835.893309235573,186,2020.6355772018433
1654,S3,nearshore_segment_landfall_shift,2024-11-01 21:30:00,634.8619907642861,1041.3947231027073,1.640348198903844,164.72606880438553,1082.7921614689403,6.5732896397519465,3718,14620.829764127731,202,2159.8197498321533
1655,S3,nearshore_segment_landfall_shift,2024-11-01 22:00:00,696.6383988041013,1054.902377911681,1.5142753826412663,448.7773733865505,969.9192644595295,2.1612481421252396,4014,14962.597843647003,246,2747.456268310547
1656,S3,nearshore_segment_landfall_shift,2024-11-01 22:30:00,639.4196706912012,1043.4182766502565,1.631820734451817,162.72133672202048,1086.9659512783605,6.679922702056188,3730,14614.392547369003,202,2156.5774602890015
1657,S3,nearshore_segment_landfall_shift,2024-11-01 23:00:00,699.7530883969147,1051.32816726562,1.5024273342960697,458.1522995906641,969.5162577649613,2.116144039069918,4029,15091.240330576897,247,2738.6640644073486
1658,S3,nearshore_segment_landfall_shift,2024-11-01 23:30:00,641.0760461062268,1045.7364335337534,1.631220570297946,163.18865921961256,1088.1688796693538,6.668164839843033,3711,14537.952374696732,201,2149.176484107971
1659,S3,nearshore_segment_landfall_shift,2024-11-02 00:00:00,641.7253314755066,1047.0950650814905,1.6316872869486445,162.31350578224226,1103.052591711949,6.795815212024214,3713,14532.505957365036,201,2150.7102012634277
1660,S3,nearshore_segment_landfall_shift,2024-11-02 00:30:00,555.6584860932904,886.9350537860421,1.5961873632523476,153.9826647348611,511.31821733087247,3.3206219557980456,3956,17289.450533390045,245,3108.1593809127808
1661,S3,nearshore_segment_landfall_shift,2024-11-02 01:00:00,589.6170303919074,894.0483633222494,1.5163204541903932,359.6223188057998,618.773021297414,1.720619074344929,3973,15323.05146741867,273,2897.3743600845337
1662,S3,nearshore_segment_landfall_shift,2024-11-02 01:30:00,590.4552667404095,894.4344212086188,1.5148216496506426,352.5450960424185,616.6608810713451,1.7491687956911652,3980,15283.757064700127,273,2893.29926776886
1663,S3,nearshore_segment_landfall_shift,2024-11-02 02:00:00,555.2908223757723,887.9466761847327,1.599066003622596,154.04984732149637,512.7577411301124,3.3285183338092024,3949,17258.861507058144,244,3093.6393518447876
1664,S3,nearshore_segment_landfall_shift,2024-11-02 02:30:00,556.2519719947011,888.3828580693005,1.5970871166237621,154.11642159504913,513.3852263387267,3.331152002008432,3960,17251.284388542175,244,3083.0446767807007
1665,S3,nearshore_segment_landfall_shift,2024-11-02 03:00:00,555.2106138287227,888.6434083129014,1.6005519098146024,153.19817427764136,513.2301659381128,3.3501062813449813,3947,17228.785192608833,244,3087.623990058899
1666,S3,nearshore_segment_landfall_shift,2024-11-02 03:30:00,556.0942027791468,888.9097367629399,1.5984876884536943,153.53253807450184,514.0760326604615,3.3483197705687777,3954,17207.49995625019,244,3074.307780265808
1667,S3,nearshore_segment_landfall_shift,2024-11-02 04:00:00,555.956421419046,889.1038933038595,1.5992330676466917,151.78977591525992,536.5760397028204,3.5349946099292784,3950,17190.2636064291,243,3062.4550037384033
1668,S3,nearshore_segment_landfall_shift,2024-11-02 04:30:00,556.213347319491,889.3715683805998,1.598975595725393,151.81192509779663,537.0915639314431,3.537874666864592,3949,17179.298432588577,243,3056.2510690689087
1669,S3,nearshore_segment_landfall_shift,2024-11-02 05:00:00,554.7658589059208,890.3977908521283,1.6049974535349398,151.39023736482196,539.7151034464398,3.5650588362961906,3938,17151.674956798553,243,3068.227321624756
1670,S3,nearshore_segment_landfall_shift,2024-11-02 05:30:00,556.0253822163977,890.6188587353681,1.6017593570732882,151.35527699152112,540.0808939138918,3.568299068582481,3946,17141.440956234932,243,3056.840401649475
1671,S3,nearshore_segment_landfall_shift,2024-11-02 06:00:00,622.6792802561121,808.4912620476196,1.2984072020432098,299.10332687280237,352.7113008813086,1.1792289459598773,3999,16112.806672096252,275,3033.6635026931763
1672,S3,nearshore_segment_landfall_shift,2024-11-02 06:30:00,858.8191075971135,1045.816305767186,1.2177375846856386,218.2559734915773,283.33651992508516,1.2981844913216916,3406,10701.153034210205,157,1645.441146850586
1673,S3,nearshore_segment_landfall_shift,2024-11-02 07:00:00,862.0405136598216,1066.3256849715117,1.2369786200005721,206.9453714121891,272.40339065710424,1.3163057902587056,3396,10647.799295186996,155,1629.1727828979492
1674,S3,nearshore_segment_landfall_shift,2024-11-02 07:30:00,868.2117428985789,1071.4970280325242,1.2341425197213567,206.1553351867609,245.9618198116813,1.1930897620905982,3391,10564.618445634842,153,1620.9192934036255
1675,S3,nearshore_segment_landfall_shift,2024-11-02 08:00:00,867.7915531490147,1084.4638408159844,1.2496824114969947,231.47917792580003,264.09678513587653,1.1409094653884198,3392,10502.414921879768,153,1605.8989276885986
